ID	description
70.8	Computers > Software > Freeware
70.9	Computers > Software > Industry-Specific
70.10	Computers > Software > Business
71.1	Computers > Speech_Technology > Telephony
71.2	Computers > Speech_Technology > Speech_Synthesis
71.3	Computers > Speech_Technology > Resellers
71.4	Computers > Speech_Technology > Research
71.5	Computers > Speech_Technology > VoiceXML
71.6	Computers > Speech_Technology > Hardware
71.7	Computers > Speech_Technology > Tool_Kits
71.8	Computers > Speech_Technology > Medical_Transcription
71.9	Computers > Speech_Technology > Voice_Portals
71.10	Computers > Speech_Technology > Linux
72.1	Computers > Systems > Apple
72.2	Computers > Systems > Handhelds
72.3	Computers > Systems > RISC_OS
72.4	Computers > Systems > Commodore
72.5	Computers > Systems > Amiga
72.6	Computers > Systems > Sinclair
72.7	Computers > Systems > HP_3000
72.8	Computers > Systems > Acorn
72.9	Computers > Systems > Atari
72.10	Computers > Systems > Tablet_PCs
73.1	Computers > Usenet > Feed_Services
73.2	Computers > Usenet > FAQs
73.3	Computers > Usenet > Individual_Newsgroup_Pages
73.4	Computers > Usenet > Search
73.5	Computers > Usenet > Software
73.6	Computers > Usenet > Hierarchies
73.7	Computers > Usenet > Public_News_Servers
73.8	Computers > Usenet > Web_Based
73.9	Computers > Usenet > History
73.10	Computers > Usenet > Etiquette
74.1	Computers > Virtual_Reality > QTVR_and_Pre-rendered_VR
74.2	Computers > Virtual_Reality > Multi-User_Systems
74.3	Computers > Virtual_Reality > Companies
74.4	Computers > Virtual_Reality > Human_Interaction
74.5	Computers > Virtual_Reality > Hardware
74.6	Computers > Virtual_Reality > Research_Projects
74.7	Computers > Virtual_Reality > Haptics
74.8	Computers > Virtual_Reality > Software
74.9	Computers > Virtual_Reality > Conferences
75.1	Games > Board_Games > Abstract
75.2	Games > Board_Games > War_and_Politics
75.3	Games > Board_Games > Words_and_Trivia
75.4	Games > Board_Games > Science_Fiction
75.5	Games > Board_Games > Developers_and_Publishers
75.6	Games > Board_Games > Economy_and_Trading
75.7	Games > Board_Games > Fantasy
75.8	Games > Board_Games > Historical
75.9	Games > Board_Games > Horror
75.10	Games > Board_Games > Sports
76.1	Games > Gambling > Sports
76.2	Games > Gambling > Casinos
76.3	Games > Gambling > Poker
76.4	Games > Gambling > Equipment
76.5	Games > Gambling > Lotteries
76.6	Games > Gambling > Guides
76.7	Games > Gambling > Consultants
76.8	Games > Gambling > Bingo
76.9	Games > Gambling > Blackjack
76.10	Games > Gambling > Slots
77.1	Games > Miniatures > Science_Fiction
77.2	Games > Miniatures > Painting
77.3	Games > Miniatures > Manufacturers
77.4	Games > Miniatures > Fantasy
77.5	Games > Miniatures > Historical
77.6	Games > Miniatures > Terrain
77.7	Games > Miniatures > Organizations
77.8	Games > Miniatures > Developers_and_Publishers
77.9	Games > Miniatures > Magazines_and_E-zines
77.10	Games > Miniatures > Software
78.1	Games > Roleplaying > Genres
78.2	Games > Roleplaying > Live_Action
78.3	Games > Roleplaying > World_Building
78.4	Games > Roleplaying > Developers_and_Publishers
78.5	Games > Roleplaying > Play_Groups
78.6	Games > Roleplaying > Systems
78.7	Games > Roleplaying > Gamebooks
78.8	Games > Roleplaying > Humor
78.9	Games > Roleplaying > Roleplaying_in_Society
78.10	Games > Roleplaying > Software
79.1	Games > Trading_Card_Games > Magic_-_The_Gathering
79.2	Games > Trading_Card_Games > Pokémon
79.3	Games > Trading_Card_Games > Vampire_-_The_Eternal_Struggle
79.4	Games > Trading_Card_Games > Legend_of_the_Five_Rings
79.5	Games > Trading_Card_Games > Yu-Gi-Oh
79.6	Games > Trading_Card_Games > Star_Wars
79.7	Games > Trading_Card_Games > Rage
79.8	Games > Trading_Card_Games > Shadowfist
79.9	Games > Trading_Card_Games > Dragon_Storm
79.10	Games > Trading_Card_Games > OverPower
80.1	Games > Video_Games > Roleplaying
80.2	Games > Video_Games > Shooter
80.3	Games > Video_Games > Action
80.4	Games > Video_Games > Strategy
80.5	Games > Video_Games > Simulation
80.6	Games > Video_Games > Sports
80.7	Games > Video_Games > Adventure
80.8	Games > Video_Games > Driving_and_Racing
80.9	Games > Video_Games > Action-Adventure
80.10	Games > Video_Games > Platform
81.1	Health > Alternative > Acupuncture_and_Chinese_Medicine
81.2	Health > Alternative > Massage_Therapy_and_Bodywork
81.3	Health > Alternative > Energy_Healing
81.4	Health > Alternative > Coaching
81.5	Health > Alternative > Reflexology
81.6	Health > Alternative > Homeopathy
81.7	Health > Alternative > Hypnotherapy
81.8	Health > Alternative > Reiki
81.9	Health > Alternative > Naturopathy
81.10	Health > Alternative > Practitioners
82.1	Health > Animal > Veterinary_Medicine
82.2	Health > Animal > Mammals
82.3	Health > Animal > Alternative_Medicine
82.4	Health > Animal > Birds
82.5	Health > Animal > Pets
82.6	Health > Animal > Conditions_and_Diseases
82.7	Health > Animal > Fish
82.8	Health > Animal > Livestock
82.9	Health > Animal > Drugs_and_Medications
82.10	Health > Animal > Wildlife
83.1	Health > Beauty > Schools
83.2	Health > Beauty > Hair
83.3	Health > Beauty > Cosmetics
83.4	Health > Beauty > Advice
83.5	Health > Beauty > Skin_Care
83.6	Health > Beauty > Salons_and_Spas
83.7	Health > Beauty > Professional_Resources
83.8	Health > Beauty > Perfumes_and_Scents
84.1	Health > Child_Health > Conditions_and_Diseases
84.2	Health > Child_Health > Infant_and_Toddlers
84.3	Health > Child_Health > Information_and_Advice
84.4	Health > Child_Health > Pediatric_Rehabilitation
84.5	Health > Child_Health > Immunizations
84.6	Health > Child_Health > Nutrition
84.7	Health > Child_Health > Organizations
84.8	Health > Child_Health > Growth_and_Development
84.9	Health > Child_Health > Neonatal_Circumcision
84.10	Health > Child_Health > Special_Needs
85.1	Health > Conditions_and_Diseases > Neurological_Disorders
85.2	Health > Conditions_and_Diseases > Cancer
85.3	Health > Conditions_and_Diseases > Infectious_Diseases
85.4	Health > Conditions_and_Diseases > Musculoskeletal_Disorders
85.5	Health > Conditions_and_Diseases > Immune_Disorders
85.6	Health > Conditions_and_Diseases > Digestive_Disorders
85.7	Health > Conditions_and_Diseases > Endocrine_Disorders
85.8	Health > Conditions_and_Diseases > Genetic_Disorders
85.9	Health > Conditions_and_Diseases > Cardiovascular_Disorders
85.10	Health > Conditions_and_Diseases > Eye_Disorders
86.1	Health > Dentistry > Education
86.2	Health > Dentistry > Associations
86.3	Health > Dentistry > Conditions_and_Diseases
86.4	Health > Dentistry > Orthodontics
86.5	Health > Dentistry > Resources
86.6	Health > Dentistry > Oral_Surgery
86.7	Health > Dentistry > Publications
86.8	Health > Dentistry > Children
86.9	Health > Dentistry > Endodontics
86.10	Health > Dentistry > Dentures
87.1	Health > Fitness > Personal_Training
87.2	Health > Fitness > Certification
87.3	Health > Fitness > Personal_Pages
87.4	Health > Fitness > Pilates_Method
87.5	Health > Fitness > Services
87.6	Health > Fitness > News_and_Media
87.7	Health > Fitness > Organizations
87.8	Health > Fitness > Advice_and_Guides
87.9	Health > Fitness > Aerobics
87.10	Health > Fitness > Directories
88.1	Health > Medicine > Medical_Specialties
88.2	Health > Medicine > Surgery
88.3	Health > Medicine > Facilities
88.4	Health > Medicine > Education
88.5	Health > Medicine > Osteopathy
88.6	Health > Medicine > Informatics
88.7	Health > Medicine > Imaging
88.8	Health > Medicine > Evidence_Based_Medicine
88.9	Health > Medicine > Reference
88.10	Health > Medicine > Employment
89.1	Health > Mental_Health > Disorders
89.2	Health > Mental_Health > Counseling_Services
89.3	Health > Mental_Health > Child_and_Adolescent
89.4	Health > Mental_Health > Professional_Resources
89.5	Health > Mental_Health > Grief,_Loss_and_Bereavement
89.6	Health > Mental_Health > Self-Help
89.7	Health > Mental_Health > Organizations
89.8	Health > Mental_Health > Policy_and_Advocacy
89.9	Health > Mental_Health > Stress
89.10	Health > Mental_Health > Weblogs
90.1	Health > Nursing > Education
90.2	Health > Nursing > Specialties
90.3	Health > Nursing > Organizations
90.4	Health > Nursing > Employment
90.5	Health > Nursing > History
90.6	Health > Nursing > References
90.7	Health > Nursing > Resources
90.8	Health > Nursing > Students
90.9	Health > Nursing > Volunteer_Opportunities
90.10	Health > Nursing > Humor
91.1	Health > Nutrition > Dietitians_and_Nutritionists
91.2	Health > Nutrition > Nutrients
91.3	Health > Nutrition > Dietary_Options
91.4	Health > Nutrition > Resources
91.5	Health > Nutrition > School_Meals
91.6	Health > Nutrition > Organizations
91.7	Health > Nutrition > Disease_Prevention
91.8	Health > Nutrition > Alternative
91.9	Health > Nutrition > News_and_Media
91.10	Health > Nutrition > Chats_and_Forums
92.1	Health > Occupational_Health_and_Safety > Consultants
92.2	Health > Occupational_Health_and_Safety > Government_Agencies
92.3	Health > Occupational_Health_and_Safety > Ergonomics
92.4	Health > Occupational_Health_and_Safety > Publications
92.5	Health > Occupational_Health_and_Safety > Hazardous_Substances
92.6	Health > Occupational_Health_and_Safety > Organizations
92.7	Health > Occupational_Health_and_Safety > Colleges_and_Universities
92.8	Health > Occupational_Health_and_Safety > MSDS
92.9	Health > Occupational_Health_and_Safety > Emergency_Preparedness
92.10	Health > Occupational_Health_and_Safety > Bloodborne_Pathogens
93.1	Health > Professions > Doula
93.2	Health > Professions > Medical_Transcription
93.3	Health > Professions > Physical_Therapy
93.4	Health > Professions > Midwifery
93.5	Health > Professions > Occupational_Therapy
93.6	Health > Professions > Physician_Assistant
93.7	Health > Professions > Speech_Therapy
93.8	Health > Professions > Audiology
93.9	Health > Professions > Recreational_Therapy
93.10	Health > Professions > Rehabilitation_Engineering
94.1	Health > Public_Health_and_Safety > Emergency_Services
94.2	Health > Public_Health_and_Safety > Education
94.3	Health > Public_Health_and_Safety > Disease_Control_and_Prevention
94.4	Health > Public_Health_and_Safety > First_Aid
94.5	Health > Public_Health_and_Safety > Epidemiology
94.6	Health > Public_Health_and_Safety > Organizations
94.7	Health > Public_Health_and_Safety > Patient_Safety
94.8	Health > Public_Health_and_Safety > Rural_Health
94.9	Health > Public_Health_and_Safety > News_and_Media
94.10	Health > Public_Health_and_Safety > Community_Health
95.1	Health > Reproductive_Health > Pregnancy_and_Birth
95.2	Health > Reproductive_Health > Clinics_and_Services
95.3	Health > Reproductive_Health > Infertility
95.4	Health > Reproductive_Health > Birth_Control
95.5	Health > Reproductive_Health > Sexually_Transmitted_Diseases
95.6	Health > Reproductive_Health > Abortion
95.7	Health > Reproductive_Health > Sexual_Dysfunctions
96.1	Health > Senior_Health > Assisted_Living
96.2	Health > Senior_Health > Caregiver_Support
96.3	Health > Senior_Health > Fitness
96.4	Health > Senior_Health > Well-Being_and_Safety
96.5	Health > Senior_Health > Nutrition
96.6	Health > Senior_Health > Associations
96.7	Health > Senior_Health > Sexuality
96.8	Health > Senior_Health > Drugs
97.1	Health > Women's_Health > Conditions_and_Diseases
97.2	Health > Women's_Health > Menopause
97.3	Health > Women's_Health > Smoking
97.4	Health > Women's_Health > Resources
97.5	Health > Women's_Health > Menstruation
97.6	Health > Women's_Health > Organizations
97.7	Health > Women's_Health > Support_Groups
97.8	Health > Women's_Health > Pelvic_Exams_and_Pap_Tests
97.9	Health > Women's_Health > Nutrition
97.10	Health > Women's_Health > Reproductive
98.1	Home > Consumer_Information > Automobiles
98.2	Home > Consumer_Information > Electronics
98.3	Home > Consumer_Information > Computers_and_Internet
98.4	Home > Consumer_Information > Appliances
98.5	Home > Consumer_Information > Sports_and_Recreation
98.6	Home > Consumer_Information > Advocacy_and_Protection
98.7	Home > Consumer_Information > Home_and_Family
98.8	Home > Consumer_Information > Clothing_and_Accessories
98.9	Home > Consumer_Information > Complaints
98.10	Home > Consumer_Information > Food_and_Drink
99.1	Home > Cooking > Soups_and_Stews
99.2	Home > Cooking > World_Cuisines
99.3	Home > Cooking > Fruits_and_Vegetables
99.4	Home > Cooking > Baking_and_Confections
99.5	Home > Cooking > Sandwiches
99.6	Home > Cooking > Fish_and_Seafood
99.7	Home > Cooking > Recipe_Collections
99.8	Home > Cooking > Meat
99.9	Home > Cooking > Beverages
99.10	Home > Cooking > Holidays
100.1	Home > Family > Family_Websites
100.2	Home > Family > Parenting
100.3	Home > Family > Childcare
100.4	Home > Family > Adoption
100.5	Home > Family > Pregnancy
100.6	Home > Family > Babies
100.7	Home > Family > Multiple_Births
100.8	Home > Family > Family_Resources_and_Support
100.9	Home > Family > Large_Families
100.10	Home > Family > Grandparents
101.1	Home > Gardening > Plants
101.2	Home > Gardening > Gardens
101.3	Home > Gardening > Organizations
101.4	Home > Gardening > Bonsai_and_Suiseki
101.5	Home > Gardening > Landscaping
101.6	Home > Gardening > Soil_and_Additives
101.7	Home > Gardening > FAQs,_Help,_and_Tutorials
101.8	Home > Gardening > News_and_Media
101.9	Home > Gardening > History
101.10	Home > Gardening > Organic
102.1	Home > Home_Improvement > Climate_Control
102.2	Home > Home_Improvement > Energy_Efficiency
102.3	Home > Home_Improvement > Decorating
102.4	Home > Home_Improvement > Restoration
102.5	Home > Home_Improvement > News_and_Media
102.6	Home > Home_Improvement > Automation
102.7	Home > Home_Improvement > Painting
102.8	Home > Home_Improvement > Design_and_Construction
102.9	Home > Home_Improvement > Floors
102.10	Home > Home_Improvement > Plumbing
103.1	Home > Personal_Finance > Money_Management
103.2	Home > Personal_Finance > Insurance
103.3	Home > Personal_Finance > Tax_Preparation
103.4	Home > Personal_Finance > Retirement
103.5	Home > Personal_Finance > Software
103.6	Home > Personal_Finance > Investing
103.7	Home > Personal_Finance > Unclaimed_Money
103.8	Home > Personal_Finance > Philanthropy
104.1	Kids_and_Teens > Arts > Music
104.2	Kids_and_Teens > Arts > Online_Stories
104.3	Kids_and_Teens > Arts > Dance
104.4	Kids_and_Teens > Arts > Painting
104.5	Kids_and_Teens > Arts > Photography
104.6	Kids_and_Teens > Arts > Graphic_Design
104.7	Kids_and_Teens > Arts > Children's_Museums
104.8	Kids_and_Teens > Arts > Creative_Writing
104.9	Kids_and_Teens > Arts > Sculpture
104.10	Kids_and_Teens > Arts > Showcases_for_Kids'_Art
105.1	Kids_and_Teens > Entertainment > Animation
105.2	Kids_and_Teens > Entertainment > Bands_and_Artists
105.3	Kids_and_Teens > Entertainment > Television
105.4	Kids_and_Teens > Entertainment > Movies
105.5	Kids_and_Teens > Entertainment > People
105.6	Kids_and_Teens > Entertainment > Comics
105.7	Kids_and_Teens > Entertainment > Magazines_and_E-zines
105.8	Kids_and_Teens > Entertainment > Radio
106.1	Kids_and_Teens > Games > Computer_and_Video
106.2	Kids_and_Teens > Games > Online
106.3	Kids_and_Teens > Games > Puzzles_and_Mazes
106.4	Kids_and_Teens > Games > Board_Games
106.5	Kids_and_Teens > Games > Word_Play
106.6	Kids_and_Teens > Games > Outdoor_and_Yard_Games
106.7	Kids_and_Teens > Games > Trading_Card_Games
106.8	Kids_and_Teens > Games > Hand_Games
106.9	Kids_and_Teens > Games > Card_Games
106.10	Kids_and_Teens > Games > Dice
107.1	Kids_and_Teens > Health > Conditions_and_Diseases
107.2	Kids_and_Teens > Health > Safety
107.3	Kids_and_Teens > Health > Emotional_Health_and_Wellbeing
107.4	Kids_and_Teens > Health > Substance_Abuse
107.5	Kids_and_Teens > Health > Nutrition
107.6	Kids_and_Teens > Health > Teens
107.7	Kids_and_Teens > Health > Dental
107.8	Kids_and_Teens > Health > Fitness
107.9	Kids_and_Teens > Health > Abuse
107.10	Kids_and_Teens > Health > First_Aid
108.1	Kids_and_Teens > International > Français
108.2	Kids_and_Teens > International > Deutsch
108.3	Kids_and_Teens > International > Japanese
108.4	Kids_and_Teens > International > Español
108.5	Kids_and_Teens > International > Nederlands
108.6	Kids_and_Teens > International > Česky
108.7	Kids_and_Teens > International > Chinese_Traditional
108.8	Kids_and_Teens > International > Italiano
108.9	Kids_and_Teens > International > Chinese_Simplified
108.10	Kids_and_Teens > International > Dansk
109.1	Kids_and_Teens > People_and_Society > Biography
109.2	Kids_and_Teens > People_and_Society > Organizations
109.3	Kids_and_Teens > People_and_Society > Personal_Homepages
109.4	Kids_and_Teens > People_and_Society > Holidays_and_Special_Days
109.5	Kids_and_Teens > People_and_Society > Religion_and_Spirituality
109.6	Kids_and_Teens > People_and_Society > Volunteering_and_Service
109.7	Kids_and_Teens > People_and_Society > Psychology
109.8	Kids_and_Teens > People_and_Society > Careers
109.9	Kids_and_Teens > People_and_Society > Online_Communities
109.10	Kids_and_Teens > People_and_Society > Genealogy
110.1	Kids_and_Teens > Pre-School > Television
110.2	Kids_and_Teens > Pre-School > Drawing_and_Coloring
110.3	Kids_and_Teens > Pre-School > ABC's_and_123's
110.4	Kids_and_Teens > Pre-School > Online_Stories
110.5	Kids_and_Teens > Pre-School > Animals
110.6	Kids_and_Teens > Pre-School > Shapes_and_Colors
110.7	Kids_and_Teens > Pre-School > Games
110.8	Kids_and_Teens > Pre-School > People
110.9	Kids_and_Teens > Pre-School > Crafts
110.10	Kids_and_Teens > Pre-School > Food
111.1	Kids_and_Teens > School_Time > Science
111.2	Kids_and_Teens > School_Time > Social_Studies
111.3	Kids_and_Teens > School_Time > English
111.4	Kids_and_Teens > School_Time > Math
111.5	Kids_and_Teens > School_Time > Reference_Tools
111.6	Kids_and_Teens > School_Time > Foreign_Languages
111.7	Kids_and_Teens > School_Time > Homework_Help
111.8	Kids_and_Teens > School_Time > Higher_Education
111.9	Kids_and_Teens > School_Time > Home_Schooling
112.1	Kids_and_Teens > Sports_and_Hobbies > Summer_Camps
112.2	Kids_and_Teens > Sports_and_Hobbies > Sports
112.3	Kids_and_Teens > Sports_and_Hobbies > Toys
112.4	Kids_and_Teens > Sports_and_Hobbies > Crafts
112.5	Kids_and_Teens > Sports_and_Hobbies > Drawing_and_Coloring
112.6	Kids_and_Teens > Sports_and_Hobbies > Radio
112.7	Kids_and_Teens > Sports_and_Hobbies > Cooking
112.8	Kids_and_Teens > Sports_and_Hobbies > Trading_and_Collecting
112.9	Kids_and_Teens > Sports_and_Hobbies > Gardening
112.10	Kids_and_Teens > Sports_and_Hobbies > Humor
113.1	Kids_and_Teens > Teen_Life > Sexuality
113.2	Kids_and_Teens > Teen_Life > Girls_Only
113.3	Kids_and_Teens > Teen_Life > Advice
113.4	Kids_and_Teens > Teen_Life > Magazines_and_E-zines
113.5	Kids_and_Teens > Teen_Life > Creative_Expression
113.6	Kids_and_Teens > Teen_Life > Driver's_Education
113.7	Kids_and_Teens > Teen_Life > Online_Communities
113.8	Kids_and_Teens > Teen_Life > Memorial_Pages
113.9	Kids_and_Teens > Teen_Life > Suicide
113.10	Kids_and_Teens > Teen_Life > Fashion
114.1	News > Media > Journalism
114.2	News > Media > Services
114.3	News > Media > Participatory
114.4	News > Media > Industry_News
114.5	News > Media > Media_Literacy
114.6	News > Media > Analysis_and_Opinion
114.7	News > Media > Watchdogs
114.8	News > Media > Employment
114.9	News > Media > Organizations
114.10	News > Media > Access_to_Airwaves
115.1	News > Newspapers > Regional
115.2	News > Newspapers > Student
115.3	News > Newspapers > Publishers
115.4	News > Newspapers > Directories
115.5	News > Newspapers > Military_Bases
115.6	News > Newspapers > International
116.1	News > Weather > Snow_and_Ski_Forecasts
116.2	News > Weather > Commercial_Products
116.3	News > Weather > Aviation
116.4	News > Weather > Marine
116.5	News > Weather > Directories
116.6	News > Weather > Hazards_and_Extremes
116.7	News > Weather > Agricultural
116.8	News > Weather > Imagery
116.9	News > Weather > Travel_Conditions
116.10	News > Weather > UV_Index
117.1	Recreation > Antiques > Farm_and_Ranch_Equipment
117.2	Recreation > Antiques > Rugs
117.3	Recreation > Antiques > Radio
117.4	Recreation > Antiques > Medical_and_Scientific
117.5	Recreation > Antiques > Ceramics_and_Pottery
117.6	Recreation > Antiques > Tools
117.7	Recreation > Antiques > Telephones_and_Telegraphs
117.8	Recreation > Antiques > Photographs
117.9	Recreation > Antiques > Publications
117.10	Recreation > Antiques > Directories
118.1	Recreation > Audio > HiFi
118.2	Recreation > Audio > Do-It-Yourself
118.3	Recreation > Audio > Home_Recording
118.4	Recreation > Audio > Minidisc
118.5	Recreation > Audio > Antique_Recording_Technologies
118.6	Recreation > Audio > Jukeboxes
119.1	Recreation > Autos > Makes_and_Models
119.2	Recreation > Autos > Enthusiasts
119.3	Recreation > Autos > Repair
119.4	Recreation > Autos > Clubs
119.5	Recreation > Autos > Events_and_Shows
119.6	Recreation > Autos > Magazines_and_E-zines
119.7	Recreation > Autos > Driving_and_Safety
119.8	Recreation > Autos > Image_Galleries
119.9	Recreation > Autos > Audio_and_Alarms
119.10	Recreation > Autos > Chats_and_Forums
120.1	Recreation > Aviation > Model_Aviation
120.2	Recreation > Aviation > Aircraft
120.3	Recreation > Aviation > Ballooning
120.4	Recreation > Aviation > Organizations
120.5	Recreation > Aviation > Skydiving
120.6	Recreation > Aviation > Personal_Pages
120.7	Recreation > Aviation > Pilots
120.8	Recreation > Aviation > Events
120.9	Recreation > Aviation > Multimedia
120.10	Recreation > Aviation > Military
121.1	Recreation > Birding > North_America
121.2	Recreation > Birding > Europe
121.3	Recreation > Birding > Backyard_Birding
121.4	Recreation > Birding > Oceania
121.5	Recreation > Birding > South_America
121.6	Recreation > Birding > Asia
121.7	Recreation > Birding > Africa
121.8	Recreation > Birding > Central_America
121.9	Recreation > Birding > Photography
121.10	Recreation > Birding > Software
122.1	Recreation > Boating > Sailing
122.2	Recreation > Boating > Canals
122.3	Recreation > Boating > Paddling
122.4	Recreation > Boating > Power_Boating
122.5	Recreation > Boating > Associations
122.6	Recreation > Boating > Safety
122.7	Recreation > Boating > Directories
122.8	Recreation > Boating > Events
122.9	Recreation > Boating > News_and_Media
122.10	Recreation > Boating > Education
123.1	Recreation > Camps > North_America
123.2	Recreation > Camps > Special_Needs
123.3	Recreation > Camps > Day
123.4	Recreation > Camps > Travel_and_Adventure
123.5	Recreation > Camps > Performing_Arts
123.6	Recreation > Camps > Alumni
123.7	Recreation > Camps > Equestrian
123.8	Recreation > Camps > Directories
123.9	Recreation > Camps > Academic
123.10	Recreation > Camps > Employment
124.1	Recreation > Climbing > Organizations
124.2	Recreation > Climbing > Personal_Pages
124.3	Recreation > Climbing > Guides_and_Schools
124.4	Recreation > Climbing > By_Region
124.5	Recreation > Climbing > Indoor
124.6	Recreation > Climbing > Mountaineering
124.7	Recreation > Climbing > Ice_Climbing
124.8	Recreation > Climbing > Books_and_Videos
124.9	Recreation > Climbing > Rock_Climbing
124.10	Recreation > Climbing > Chats_and_Forums
125.1	Recreation > Collecting > Toys
125.2	Recreation > Collecting > Stamps
125.3	Recreation > Collecting > Food_and_Drink_Related
125.4	Recreation > Collecting > Coins
125.5	Recreation > Collecting > Paper_Money
125.6	Recreation > Collecting > Themes
125.7	Recreation > Collecting > Models
125.8	Recreation > Collecting > Postcards
125.9	Recreation > Collecting > Sports
125.10	Recreation > Collecting > Glassware
126.1	Recreation > Food > Drink
126.2	Recreation > Food > Dining_Guides
126.3	Recreation > Food > Events
126.4	Recreation > Food > Confectionery
126.5	Recreation > Food > Meat
126.6	Recreation > Food > Cheese
126.7	Recreation > Food > History
126.8	Recreation > Food > Wild_Foods
126.9	Recreation > Food > Spicy
126.10	Recreation > Food > Fast_Food
127.1	Recreation > Guns > Competition_Shooting
127.2	Recreation > Guns > Education
127.3	Recreation > Guns > Organizations
127.4	Recreation > Guns > Reloading
127.5	Recreation > Guns > Range_Facilities
127.6	Recreation > Guns > Blackpowder
127.7	Recreation > Guns > Shooting
127.8	Recreation > Guns > Homemade
127.9	Recreation > Guns > Model_or_Type_Specific
127.10	Recreation > Guns > Toy
128.1	Recreation > Humor > Personal_Pages
128.2	Recreation > Humor > Bizarre
128.3	Recreation > Humor > Jokes
128.4	Recreation > Humor > Useless_Pages
128.5	Recreation > Humor > Wordplay
128.6	Recreation > Humor > Computer
128.7	Recreation > Humor > Satire
128.8	Recreation > Humor > Parodies
128.9	Recreation > Humor > Science
128.10	Recreation > Humor > Magazines_and_E-zines
129.1	Recreation > Kites > Plans
129.2	Recreation > Kites > Personal_Pages
129.3	Recreation > Kites > Organizations
129.4	Recreation > Kites > Events
129.5	Recreation > Kites > Kite_Aerial_Photography
129.6	Recreation > Kites > Traction
129.7	Recreation > Kites > Chats_and_Forums
129.8	Recreation > Kites > Display_Teams
129.9	Recreation > Kites > Calendars
129.10	Recreation > Kites > Design_and_Construction
130.1	Recreation > Living_History > By_Historical_Region
130.2	Recreation > Living_History > Society_for_Creative_Anachronism
130.3	Recreation > Living_History > By_Topic
130.4	Recreation > Living_History > By_Time_Period
130.5	Recreation > Living_History > Historical_Impersonators
130.6	Recreation > Living_History > Magazines_and_E-zines
131.1	Recreation > Models > Railroad
131.2	Recreation > Models > Scale
131.3	Recreation > Models > Dollhouse_Miniatures
131.4	Recreation > Models > RC
131.5	Recreation > Models > Rockets
131.6	Recreation > Models > Boats_and_Ships
131.7	Recreation > Models > Paper
132.1	Recreation > Motorcycles > Makes_and_Models
132.2	Recreation > Motorcycles > Organizations
132.3	Recreation > Motorcycles > Touring
132.4	Recreation > Motorcycles > Schools
132.5	Recreation > Motorcycles > ATVs
132.6	Recreation > Motorcycles > Events
132.7	Recreation > Motorcycles > Classic
132.8	Recreation > Motorcycles > Personal_Pages
132.9	Recreation > Motorcycles > Dirt_Bikes
132.10	Recreation > Motorcycles > Publications
133.1	Recreation > Outdoors > Fishing
133.2	Recreation > Outdoors > Hunting
133.3	Recreation > Outdoors > Camping
133.4	Recreation > Outdoors > Scuba_Diving
133.5	Recreation > Outdoors > Wildlife
133.6	Recreation > Outdoors > Guides_and_Outfitters
133.7	Recreation > Outdoors > Caving
133.8	Recreation > Outdoors > Urban_Exploration
133.9	Recreation > Outdoors > Hiking
133.10	Recreation > Outdoors > Snowmobiling
134.1	Recreation > Pets > Dogs
134.2	Recreation > Pets > Cats
134.3	Recreation > Pets > Birds
134.4	Recreation > Pets > Fish_and_Aquaria
134.5	Recreation > Pets > Rodents
134.6	Recreation > Pets > Reptiles_and_Amphibians
134.7	Recreation > Pets > Rabbits
134.8	Recreation > Pets > Ferrets
134.9	Recreation > Pets > Exotic
134.10	Recreation > Pets > Animal_Assisted_Therapy
135.1	Recreation > Roads_and_Highways > North_America
135.2	Recreation > Roads_and_Highways > Route_66
135.3	Recreation > Roads_and_Highways > Photography
135.4	Recreation > Roads_and_Highways > Bridges_and_Tunnels
135.5	Recreation > Roads_and_Highways > Exit_Lists
135.6	Recreation > Roads_and_Highways > Europe
135.7	Recreation > Roads_and_Highways > Signs_and_Signals
135.8	Recreation > Roads_and_Highways > Online_Traffic_Cameras
135.9	Recreation > Roads_and_Highways > Historic
135.10	Recreation > Roads_and_Highways > Interchanges
136.1	Recreation > Scouting > Organizations
136.2	Recreation > Scouting > Regional
136.3	Recreation > Scouting > Resources
136.4	Recreation > Scouting > Campsites
136.5	Recreation > Scouting > History
136.6	Recreation > Scouting > Collectibles
136.7	Recreation > Scouting > Events
136.8	Recreation > Scouting > Personal_Pages
136.9	Recreation > Scouting > Directories
136.10	Recreation > Scouting > Chats_and_Forums
137.1	Recreation > Theme_Parks > Disney
137.2	Recreation > Theme_Parks > Individual_Parks
137.3	Recreation > Theme_Parks > Attractions
137.4	Recreation > Theme_Parks > Water_Parks
137.5	Recreation > Theme_Parks > Amusement_Centers
137.6	Recreation > Theme_Parks > Guides
137.7	Recreation > Theme_Parks > Defunct
137.8	Recreation > Theme_Parks > Legoland
137.9	Recreation > Theme_Parks > Six_Flags
137.10	Recreation > Theme_Parks > Paramount
138.1	Recreation > Tobacco > Cigars
138.2	Recreation > Tobacco > Pipes
138.3	Recreation > Tobacco > Cigarettes
138.4	Recreation > Tobacco > Smokeless
138.5	Recreation > Tobacco > Magazines_and_E-zines
138.6	Recreation > Tobacco > Hookah
139.1	Recreation > Trains_and_Railroads > Miniature
139.2	Recreation > Trains_and_Railroads > Organizations
139.3	Recreation > Trains_and_Railroads > History
