ID	description
27.18	Mirage(Transformers),the name of several fictional characters in the various Transformers universes
27.19	The codename of Danielle Moonstar, a Marvel Comics superhero associated with the X-Men
27.20	A 1965 film starring Gregory Peck
27.21	A one-off character from Static Shock
27.22	Mirage(aircraft), a series of different military jets produced by the French aircraft manufacturer Dassault Aviation
27.23	Mirage(chocolate), a chocolate bar is made by Nestle Canada
27.24	Mirage(race car), modified Ford GT40 race cars
27.25	Mirage Studios, an independent American comic book company founded in 1983 by Kevin Eastman and Peter Laird
27.26	Fata Morgana(mirage), an optical phenomenon which results from a temperature inversion
27.27	Mitsubishi Mirage, a subcompact car produced by Mitsubishi Motors from 1978 to 2002
27.28	MirageOS, a graphical shell for TI-83+ and TI-84+ calculators
27.29	Quantel Mirage, a digital real-time video effects processor introduced in 1982
27.30	The former stage name of Briana Banks, a German-born pornographic actress and model
27.31	Mirage Koas, character in tri-Ace's role playing video game Star Ocean: Till the End of Time
28.1	Chevrolet Monte Carlo, an American automobile
28.2	Monte Carlo, a place in Monaco.
28.3	Monte Carlo(solitaire), a Solitaire card game
28.4	Monte Carlo(song), a song by The Verve
28.5	Monte Carlo(yacht), a superyacht
28.6	Monte Carlo integration, a method of numerical integration
28.7	Monte Carlo method, a class of computational algorithms
28.8	Monte Carlo Resort and Casino, a casino on The Strip in Las Vegas
28.9	Montecarlo, 1956 US film
28.10	Montecarlo, Italy, a town.
29.1	Oppenheim, Germany
29.2	Oppenheim, New York
29.3	Abraham Chayyim Oppenheim, Rabbi at Péczel, Hungary
29.4	Alan V. Oppenheim, professor of Electrical Engineering at MIT and author
29.5	Alfred Freiherr von Oppenheim(1934–2005), former associate of Sal. Oppenheim
29.6	E. Phillips Oppenheim(1886–1946), English novelist
29.7	Heinrich Bernhard Oppenheim(1819–1880), German jurist, politician and philosopher
29.8	Hermann Oppenheim(1858–1919), German neurologist
29.9	James Oppenheim(1882–1932), US poet author and editor
29.10	Max von Oppenheim(1860–1946), German diplomat and archaeologist
29.11	Meret Oppenheim(1913-1985), Swiss artist and lyricist
29.12	Moritz Daniel Oppenheim, German painter
29.13	Salomon Oppenheim(1772–1828), founder of the Sal. Oppenheim bank
30.1	Out of Control, a Nickelodeon comedy television series.
30.2	Out of Control(album), an album by the Anti-Nowhere League
30.3	Out of Control(Peter Criss album), a 1980 album by former KISS drummer Peter Criss
30.4	Out of Control(The Chemical Brothers song), a single by The Chemical Brothers
30.5	Out of Control(U2 song), a song by U2.
30.6	Out of Control(She Wants Revenge song) is a song by She Wants Revenge.
30.7	Out of Control(Hoobastank song), a single by Hoobastank
30.8	Out Of Control(TSR episode), an episode of That's So Raven.
30.9	Out of Control: The New Biology of Machines, Social Systems, and the Economic World, a book by Kevin Kelly.
30.10	Out of Control(John Reuben song), a song by John Reuben appearing on the album The Boy vs. The Cynic
30.11	Out of Control(film), a film by Apurva Asrani and Ramanjit Juneja
30.12	Out of Control, a song by Edguy featuring guest vocals from Blind Guardian's Hansi Kürsch.
30.13	Out of Control, a BBC television miniseries starring Tamzin Outhwaite that was produced in the early 2000s
30.14	Fast, Cheap and Out of Control, a non-fiction film by documentary filmmaker Errol Morris
31.1	A pelican is a bird of the family Pelecanidae
31.2	Pelican, Alaska
31.3	Pelican, Wisconsin
31.4	Pelican, Lake Macquarie
31.5	Boeing Pelican, the large-capacity low-altitude transport aircraft currently being studied by the Boeing Phantom Works
31.6	Pelican, the former name of Sir Francis Drake's ship Golden Hind
31.7	Pélican, the flagship of Pierre Le Moyne d'Iberville on his expedition to the Mississippi
31.8	Le Pélican a replica of Pélican built in Quebec and moored at Donaldsonville, Louisiana
31.9	HMS Pelican, Royal Navy ship
31.10	Pelican(privateer), a ship which sank in 1793
31.11	DC-77 Pelican, in the fictional Halo universe, a classification of ship in the UNSC fleet. Used to transport infantry, vehicles, and other war supplies in terrestrial environments
31.12	pelican, ancient A term of respect and admiration rendered to a revered, accomplished, experienced professional aviator, normally one with 5000 hours or more of flying, and noted for unparalleled airmanship. The term"ancient pelican" was notably used in referring to the lead character, Dan Roman, at the closing of The High and the Mighty, Ernest K. Gann's classic story of bravery and resolve. This book was made into a 1954 movie screenplay, with John Wayne playing that lead role. See also the website of The American Society of Ancient Pelicans http://www.valleyflyingclub.com/ancientpelican/]]
31.13	Pelican Accessories, a company that makes 3rd party video game accessories
31.14	Pelican(band), a post-metal band from Chicago
31.15	Pelican Books, a non-fiction imprint of Penguin Books
31.16	Pelican case, a watertight case made by Pelican Products
31.17	Pelican crossing, a type of pedestrian road crossing
31.18	Pelican Nebula, an HII region located toward the constellation Cygnus
31.19	Pelican(newspaper), the University of Western Australia student newspaper
31.20	Pelican Products, a producer of high quality cases and flashlights
31.21	Pelicans(ice hockey), a Finnish ice-hockey team playing in the national elite league SM-liiga
31.22	a possible misspelling of Pelikan, a human surname
31.23	Pelikan, a German manufacturer of writing equipment
31.24	an antiquated nickname for an inhabitant of Gibraltar
32.1	Purple Haze, a large run of high quality LSD produced in 1966 by Owsley Stanley
32.2	Purple Haze, a 1967 song by The Jimi Hendrix Experience
32.3	Purple Haze(film), a 1982 film by David Burton Morris
32.4	Purple Haze(promo), a 1993 promo-only release the Hendrix song from The Cure
32.5	Purple Haze(album), a 2004 album by a rapper Cam'ron
32.6	Purple Haze(marijuana), the street name of a high-potency strain of Cannabis sativa
32.7	Purple Haze(Beer), an American beer
32.8	Purple Haze(Eureka), an episode of Eureka TV series.
32.9	Purplehaze, one of 17 colors of the Sonochrome spectrum of pre-tinted film stocks introduced by Kodak
32.10	A slang term for the M-18 violet smoke hand grenade used by United States armed forces during the Vietnam War[1]
32.11	Trapped in a Purple Haze, a TV movie
33.1	United Arab List, Hebrew. acr. of Reshima Aravit Me'uchedet:רשימהערביתמאוחדת)(political party in Israel)
33.2	Race Across America, a bicycle race
33.3	rec.arts.anime.misc, a Usenet newsgroup
33.4	Raam(film), a 2005 Tamil film
33.5	Recursive Auto Associative Memory
33.6	RAAM, a currency of the Netherlands.
33.7	General RAAM, a general of the locust horde in Gears of War.
33.8	Raam(Netherlands), a village
34.1	Rhea, R&amp;B Singer
34.2	Rhea Hughes, Philadelphia radio personality
34.3	Rhea Perlman(b.1948), US television actress
34.4	M. Rhea Seddon(b.1947), NASA astronaut
34.5	Rhea Tregebov, Canadian poet and children's author
34.6	Caroline Rhea(b.1964), stand-up comedian, television actress and host
34.7	James Rhea(1791-1812), US soldier
34.8	La Julia Rhea(1908-1992), US opera singer
34.9	John Rhea(1753-1832), US Congressman
34.10	Rhea County, Tennessee
34.11	Rea, Italy
34.12	Rhea of the Cöos, character in Stephen King's Dark Tower novels
34.13	Rhea Jones, DC comics character
34.14	Rhea(mythology), one of the manifestations of the Great Goddess who was worshiped broadly around the ancient world and later, in Greek mythology among the Titans, the sister and wife of Cronus, the mother goddess who gave birth to many of the other major gods and goddesses
34.15	Rhea Silvia, in Roman mythology the mother of the twins Romulus and Remus
34.16	Rhea, a separate figure to Rhea Silvia, mother of Aventinus by Hercules
34.17	Rhea(bird), large flightless birds native to South America
34.18	Rhea(moon), moon of Saturn
34.19	577 Rhea, asteroid
35.1	Scorpion, an eight-legged invertebrate animal belonging to the order Scorpiones
35.2	Scorpius, an astronomical constellation and a sign of the zodiac
35.3	Scorpion(computer), a Soviet clone of the ZX Spectrum computer
35.4	Scorpions(South Africa), a South African government anti-corruption agency
35.5	Akrabbim(Hebrew for Scorpion), a mountain in the Bible infested with scorpions
35.6	King Scorpion(Serket), one or more Egyptian Pharaohs in the Protodynastic period
35.7	Scorpion Sports, a motorcycle helmet manufacturing company
35.8	" Scorpion(Voyager episode)", a two-part episode of Star Trek: Voyager
35.9	Scorpion(roller coaster), an attraction at Busch Gardens Africa in Florida
35.10	Scorpion kick, a footballing move made famous by Columbian goalkeeper René Higuita
35.11	Scorpions(Iraq), a paramilitary organization of Iraqi exiles funded by the CIA
35.12	VAQ-132 The Scorpions, a United States Navy EA-6B Prowler Electronic Attack squadron based at NAS Whidbey Island, Washington
35.13	Scorpions(former Yugoslavia), a paramilitary unit from Serbia involved in the 1995 Srebrenica massacre
35.14	Ballista, a Greco-Roman war machine also called a scorpion
35.15	Scourge, a multi-tail whipping device, since Roman times also called scorpio or scorpion
35.16	CZ-Scorpion, a Czech submachine gun
35.17	CSS Scorpion, a torpedo boat of the Confederate Navy
35.18	HMS Scorpion, several ships of the Royal Navy
35.19	USS Scorpion, several vessels of the United States Navy
35.20	F-89 Scorpion, a U.S. jet fighter
35.21	FV101 Scorpion, a British light tank
35.22	Soviet submarine B-427, a Foxtrot-class Soviet submarine since renamed the Scorpion after decommissioning
35.23	Scorpions(band), a German hard rock band
35.24	The Scorpions(Manchester band), a group from Manchester from the'60s
35.25	The Scorpions(London band), an instrumental trio from London who recorded for Parlophone in 1961
35.26	Scorpion(album), an album by rapper Eve
35.27	"The Scorpion", a song from the Megadeth album The System Has Failed
35.28	Scorpion(comics), a name used by multiple characters published by Marvel Comics including:
35.29	Scorpion(Atlas Comics), a short lived Atlas comics series in the 1970s
35.30	Scorpion(Mortal Kombat), a character from the fighting game series Mortal Kombat
35.31	Scorpion(Slam Masters), a wrestler from the video game Slam Masters
35.32	Scorpion(solitaire), a type of solitaire card game
36.1	The Little Mermaid, a fairy tale about a young mermaid by the Danish author Hans Christian Andersen
36.2	The Little Mermaid, a statue in Copenhagen honoring Hans Christian Andersen
36.3	The Little Mermaid, a symbol featured in the Coat of Arms of the city of Warsaw
36.4	The Little Mermaid(video game), based on the Disney movie
36.5	The Little Mermaid(ballet), based on the tale by Hans Christian Andersen
36.6	The Little Mermaid(1989 film), the Disney animated movie based on the original fairy tale
36.7	The Little Mermaid II: Return to the Sea
36.8	The Little Mermaid III
36.9	The Little Mermaid(1992 film)( GoodTimes Entertainment)
36.10	"The Little Mermaid"(1987 film)(USA)- short film
36.11	The Little Mermaid(1980 film)( La petite sirène, France)
36.12	The Little Mermaid(1976 film)( Rusalochka, USSR)
36.13	The Little Mermaid(1975 film/I)( Anderusen douwa: Ningyo hime, Japan; anime, released in the USA in 1979)
36.14	The Little Mermaid(1975 film/II)( Malá morská víla, Czechoslovakia)
36.15	The Little Mermaid(1968 film)( Rusalochka, USSR); animated
36.16	The Little Mermaid(series), a cartoon series based on Disney's animated film
36.17	Saban's Adventures of the Little Mermaid, a series by Saban Entertainment
36.18	The Little Mermaid(musical), a Broadway stage musical based on Disney's animated film
37.1	Tortuga is an island in Haiti
37.2	The Spanish word for a turtle or tortoise
37.3	Freeport Tortuga, a project off the coast of Haiti located on Tortuga
37.4	Dry Tortugas, part of the Florida Keys
37.5	USS Tortuga, one of two United States Navy ships
37.6	La Tortuga Island, an island off Venezuela, part of the Federal dependencies of Venezuela
37.7	Tortuga(vehicle), a nickname given to a Venezuelan indigenous armored vehicle in 1934
37.8	Tortuga Caribbean Rum Cake, a brand of rum cake
37.9	Tortuga Island, Peru, and island in the department of Ancash
37.10	Tortuga(Pirates of the Caribbean), the island Tortuga as depicted in the Pirates of the Caribbean universe
38.1	Urania, a muse in Greek mythology
38.2	Urania, an Oceanid
38.3	A work by Lady Mary Wroth.
38.4	Urania, Louisiana, a town
38.5	Urania(magazine), a number of science fiction periodical magazines
38.6	30 Urania, an asteroid
38.7	Urania, a German science magazine
38.8	Urania, a rock band from Honduras
38.9	Urania(record label)
38.10	Urania(Antwerp), an observatory
38.11	Urania(Vienna), an observatory
38.12	Urania, a butterfly genus
38.13	Uranium dioxide, or urania, or uranic oxide
38.14	Urânia, a city in the state of São Paulo, Brazil
39.1	The wink is a facial expression
39.2	Wink Davenport, American volleyball player
39.3	Wink Martindale, US games-show host
39.4	Josh Wink, electronic music figure who also performed as Winx and Wink
39.5	Walter Wink, theologian and political theorist.
39.6	Steffen Wink, German actor
39.7	Chris Wink, co-founder of Blue Man Group.
39.8	wink.com, a US based social search engine.
39.9	WINK, local broadcaster in Fort Myers, Florida
39.10	Wink(game), a modified wrestling game
39.11	Wink(soft drink), a grapefruit base soft drink
39.12	Wink(animated file), an instant messaging feature
39.13	Wink(tutorial software), a free computer program for creating tutorials and presentations
39.14	Wink(J-Pop), a female Japanese pop duo
39.15	A disc shaped playing piece in the game tiddlywinks
39.16	Wink, Texas
39.17	A wink is a portmanteau of wiki and link, denoting an internal link within a wiki
40.1	Xanadu is the name of the summer capital of Kublai Khan's empire
40.2	Xanadu(Citizen Kane), the fictional mansion built by Charles Foster Kane in the film Citizen Kane
40.3	Xanadu(film), film starring Olivia Newton-John and Gene Kelly
40.4	Xanadu(musical), Broadway musical starring Kerry Butler, James Carpinello, and Tony Roberts
40.5	Xanadu(soundtrack), the soundtrack of the film
40.6	"Xanadu"(Olivia Newton-John/ELO), a hit single performed by Olivia Newton-John and Electric Light Orchestra from the film soundtrack
40.7	"Xanadu"(song), a song recorded by the Canadian progressive rock trio Rush for their album A Farewell to Kings
40.8	Xanadu Records a jazz record label.
40.9	Xanadu(Titan), an enigmatic bright feature on the surface of Saturn's moon Titan
40.10	Xanadu(artist), artist from New York that in 1980 recorded the song"Sure Shot"
40.11	Xanadu(comics), a comic book series by Vicki Wyman
40.12	Xanadu(video game), a computer role-playing game developed by Nihon Falcom Corporation
40.13	Xanadu(snowpark), the biggest indoor snowpark in Europe, located at Arroyomolinos, near Madrid
40.14	Xanadu(virtual world), in the French animated pilot Garage Kids
40.15	The Legend of Xanadu, a song by Dave Dee, Dozy, Beaky, Mick and Tich
40.16	The Legend of Xanadu(video game), a video game developed by Nihon Falcom Corporation for the PC Engine
40.17	" Watching Xanadu", a single recorded by Mull Historical Society
40.18	Project Xanadu, an ambitious early non-markup hypertext project
40.19	Xanadu House, a series of experimental homes, built to showcase computers and automation in the home
40.20	Xanadu 2.0, the nickname of Bill Gates' futuristic private estate
40.21	Meadowlands Xanadu, a proposed entertainment, sports, and retail complex in New Jersey
41.1	Zebra, a genus of the horse genus Equus whose members have vivid black-and-white stripes
41.2	A species of fish in the genus Maylandia(family: Cichlidae)
41.3	Zebra Danio a small minnow-like fish. Various other fish are also known as Zebra fish.
41.4	Zebra mussel, a bivalve mussel native to freshwater lakes of southeast Russia
41.5	GNU Zebra, a network routing software package
41.6	Zebra Technologies, a printer manufacturer specializing in bar code and label printers
41.7	The ZEBRA(computer), an early Dutch computer
41.8	The Zebras, a pop band from Australia
41.9	Zebra(band), a hard rock/heavy metal group from 1977 to the present
41.10	Zebra(Yello album), a 1994 album by Yello
41.11	Zebra(song), a 2003 album by The John Butler Trio
41.12	"Zebra," a song by The Magnetic Fields from their 1999 album 69 Love Songs
41.13	Zebra, a record label
41.14	Zebra Records, a record label
41.15	Zebra Traffic, a record label
41.16	Zebra crossing, a type of pedestrian crossing used in the UK and parts of Europe
41.17	Zebra battery
41.18	HMS Zebra, the name of six ships of the Royal Navy
41.19	USS Zebra(AKN-5), a cargo ship of the United States Navy
41.20	Zebra(ship) a three-masted merchant ship, built in 1818
41.21	Zebra, a South Devon Railway 4-4-0ST steam locomotive
41.22	" Zebra(medical)", a medical term for an obscure and unlikely diagnosis from ordinary symptoms
41.23	Zebra, a sodium-nickel-chloride molten salt battery using a beta-alumina solid electrolyte
41.24	A fairy chess piece
41.25	Zebra Pen Corporation, manufacturer of Gel Pens, Ball Point Pens, Liquid-Ink Rollerballs, etc.
41.26	Zebra murders
41.27	A common slang term for referees in American Football, due to the striped uniforms they wear
41.28	Zebra, an event of Operation Sandstone, a nuclear weapon test series conducted by the United States in 1948
41.29	Zebra patterning, a feature on some video cameras which aids in preventing over-exposure
42.1	The zenith is the point in the sky that appears directly above the observer. (opposite: nadir). In general, zenith may mean "highest point", used in sentences like Mount Everest is the zenith of the world
42.2	A Montgolfier balloon flown to a record of over 8,000m in 1875; see timeline of aviation—19th century(1870s)
42.3	Zenith Aircraft Company, a manufacturer of light aircraft
42.4	Zenith(watchmaker), a Swiss watchmaker
42.5	Zenith Carburetters
42.6	Zenith Data Systems
42.7	Zenith Electronics Corporation
42.8	Zenith FM, a local radio station in Kiato, Greece
42.9	Zenit(camera), a Russian camera brand produced by KMZ(spelled as Zenith in some English-language literature)
42.10	Monsieur Zenith the Albino is an ambiguous villain created by writer Anthony Skene for the Sexton Blake series of detective pulp fiction.
42.11	Zenith(comics), a superhero comic series written by Grant Morrison that first appeared in 2000 AD
42.12	Zenith(DC Comics) has also existed as a fictional city in the DC Universe since 1947.
42.13	Zenith is a fictional city in Winnemac(fictional state), from the Babbitt, Arrowsmith and Elmer Gantry novels by Sinclair Lewis.
42.14	Zenithia, or Zenith, a sky castle from the Dragon Quest videogame series.
42.15	The Zenith Carrier Zord is based on a shark, and is a fictional machine in Power Rangers Lost Galaxy
42.16	Zenith is a book written by Julie Bertagna
42.17	Le Zénith, a famous concert hall in Paris
42.18	Zenith Brass Ensemble, a youth brass choir in Michigan, USA
42.19	Zenith(magazine)(later Speculation(magazine) was a Hugo Award-nominated science fiction fanzine edited by Peter Weston
42.20	The Zenith number, also known as Enterprise or WX, referring to a toll-free telephone service
42.21	Zenith(analog recording) is the angle that a tape head tilts in an analog recording tape machine
43.1	Zodiac denotes several places where a circle of twelve animals occurs
43.2	The Zodiac Killer, the nickname of a serial killer operating in California during the 1960s and 1970s
43.3	Several professional wrestlers, including Mick Foley and Louie Spicolli
43.4	Zodiac(schooner), a historic schooner homeported in Seattle, USA
43.5	The"Zodiac Brave Story," a subtitle of Final Fantasy Tactics
43.6	AMD Zodiac a light sport aircraft
43.7	Zodiac(gang), a disbanded gang of hell's angels in Tokyo, Japan
43.8	Zodiaq, a quartz-like countertop compound by Dupont
43.9	Zodiac(novel), a 1988 novel by Neal Stephenson about guerilla environmentalism
43.10	Short Trips: Zodiac, a Big Finish Short Trips anthology on Doctor Who
43.11	Zodiac(comics), a group of supervillains in the Marvel Universe
43.12	Zodiac Group, a corporation specializing in the production of aerosafety systems
43.13	Zodiac Watch, a brand owned by Fossil, Inc.
43.14	Zodiac Entertainment a production company best known for Widget the World Watcher
43.15	Zodiac Hotels, Enugu, hotel in Enugu, Nigeria
43.16	Tapwave Zodiac, a palmtop computer
43.17	Zodiac(cipher), a Korean encryption algorithm
43.18	Zodiac(musical group), a Latvian(USSR) musical group in 1980s
43.19	The Zodiac, a one-shot musical group in the late 1960s
43.20	The Zodiac(club), a nightclub and music venue in Oxford, United Kingdom
43.21	Zodiac Records, a record label
43.22	Mobile Suit Gundam Wing an organisation named OZ(its Organisation of Zodiac)
44.1	A zombie is an undead person, or, figuratively, a very apathetic person
44.2	Philosophical zombie, or p-zombie, a hypothetical person who only appears to think and feel
44.3	Zombie cocktail, a mixed drink
44.4	Zombie ball, a magic trick in which a metal sphere appears to levitate while covered with a silk cloth
44.5	Zombie walk, an organized gathering of people dressed up as zombies
44.6	A derisive name for Canadian conscripts during World War II. See Conscription Crisis of 1944.
44.7	The Zombies, a 1960s British band
44.8	Rob Zombie, a singer, songwriter, artist, and film director
44.9	White Zombie(band), a noise rock/metal formed by Rob Zombie
44.10	Zombie(album), an album by Fela Kuti and Afrika 70
44.11	Zombie(song), a song originally by The Cranberries
44.12	White Zombie(film), a 1932 film starring Bela Lugosi
44.13	Dawn of the Dead(1978 film), titled Zombi or Zombies in the European version, directed by George Romero
44.14	Zombi 2, a 1979 horror film
44.15	Wicked Little Things, a 2006 horror film also known as Zombies
44.16	Zombie(novel), a 1996 novel by Joyce Carol Oates
44.17	Le Zombie, a science fiction fanzine published by Bob Tucker
44.18	A comic book character owned by Marvel Comics
44.19	Tim Arson, a professional wrestler who sometimes goes by the name of"The Zombie"
44.20	"zombie", the pseudonymous photographer who runs the website zombietime
44.21	Zombie computer, a computer taken over by an outside user
44.22	Zombie process, an inactive computer process
44.23	Zombies!!!, a series of board games by Twilight Creations
44.24	Zombie, a variation of the game"Hide and seek"
44.25	Zombies Ate My Neighbors, a video game
